id,str_exp,TextList,Segmened_text,vars
1788,|90-70.0|,"IsDiameterOf(Line(B,C),Circle(O)), Circle(O), Line(A,B), Line(A,D), Line(B,D), Equals(MeasureOf(Angle(A,D,B)),70бу), MeasureOf(Angle(A,B,C))",IsDiameterOf Line BC Circle O   Circle O  Line AB  Line AD  Line BD  Equals MeasureOf Angle ADB  70бу  MeasureOf Angle ABC  ,20
1790,((50.0/2)+90),"IsDiameterOf(Line(A,B),Circle($)), Circle($), IsCentroidOf(Point(O),Circle($)), Line(A,C), Equals(MeasureOf(Angle(B,O,C)),50бу), MeasureOf(Angle(D))",IsDiameterOf Line AB Circle $   Circle $  IsCentroidOf Point O Circle $   Line AC  Equals MeasureOf Angle BOC  50бу  MeasureOf Angle D  ,115
1791,(50.0/2),"Circle(O), Equals(MeasureOf(Angle(O)),50бу), MeasureOf(Angle(A))",Circle O  Equals MeasureOf Angle O  50бу  MeasureOf Angle A  ,25
1792,(|(65.0*2)-180|/2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(O,A,B)),65бу), MeasureOf(Angle(A,C,B))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle OAB  65бу  MeasureOf Angle ACB  ,25
1793,((б╠(2.0*2.0+4.0*4.0))/2),"Circle(O), IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), MeasureOf(Angle(A,O,B)), MeasureOf(Angle(C,O,D)), Equals(SumOf(MeasureOf(MeasureOf(Angle(A,O,B))),MeasureOf(MeasureOf(Angle(A,O,B)))),90), Equals(LengthOf(Line(A,B)),2), Equals(LengthOf(Line(C,D)),4), RadiusOf(Circle(O))",Circle O  IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   MeasureOf Angle AOB   MeasureOf Angle COD   Equals SumOf MeasureOf MeasureOf Angle AOB   MeasureOf MeasureOf Angle AOB    90  Equals LengthOf Line AB  2  Equals LengthOf Line CD  4  RadiusOf Circle O  ,2.236067977
1794,|90-50.0|,"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle(O)), Equals(MeasureOf(Angle(A,B,D)),50бу), MeasureOf(Angle(C))",IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle O   Equals MeasureOf Angle ABD  50бу  MeasureOf Angle C  ,40
1795,|(|90.0-60.0|*2)-90.0|,"Circle(O), IsChordOf(Line(B,C),Circle($)), Line(O,A), Point(D), Line(A,B), Line(O,C), Equals(MeasureOf(Angle(A)),60бу), Equals(MeasureOf(Angle(A,D,C)),90бу), MeasureOf(Angle(C))",Circle O  IsChordOf Line BC Circle $   Line OA  Point D  Line AB  Line OC  Equals MeasureOf Angle A  60бу  Equals MeasureOf Angle ADC  90бу  MeasureOf Angle C  ,30
1798,(((sin(60/180*pi))*2.0)*2),"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle($)), Line(A,B), Equals(MeasureOf(Angle(C,A,B)),30бу), Equals(LengthOf(Line(O,D)),2), LengthOf(Line(D,C))",IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle $   Line AB  Equals MeasureOf Angle CAB  30бу  Equals LengthOf Line OD  2  LengthOf Line DC  ,3.464101615
1799,|90-35.0|,"IsDiameterOf(Line(A,B),Circle($)), Circle($), Line(A,C), Line(A,D), Line(C,D), Equals(MeasureOf(Angle(C,A,B)),35бу), MeasureOf(Angle(A,D,C))",IsDiameterOf Line AB Circle $   Circle $  Line AC  Line AD  Line CD  Equals MeasureOf Angle CAB  35бу  MeasureOf Angle ADC  ,55
1800,((tan(((15.0*2)*2)/180*pi))*3.0),"IsChordOf(Line(A,B),Circle(O)), Line(C,D), Line(A,B), Point(E), Equals(LengthOf(Line(A,E)),3), Equals(LengthOf(Line(E,B)),3), Equals(MeasureOf(Angle(C)),15бу), LengthOf(Line(O,E))",IsChordOf Line AB Circle O   Line CD  Line AB  Point E  Equals LengthOf Line AE  3  Equals LengthOf Line EB  3  Equals MeasureOf Angle C  15бу  LengthOf Line OE  ,5.196152423
1801,(48.0/2),"Circle(O), Line(A,B), Line(C,D), Equals(MeasureOf(Angle(B,O,C)),48бу), MeasureOf(Angle(B,A,D))",Circle O  Line AB  Line CD  Equals MeasureOf Angle BOC  48бу  MeasureOf Angle BAD  ,24
1802,|90-35.0|,"Circle(O), IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), Point(P), Equals(MeasureOf(Angle(A)),35бу), MeasureOf(Angle(B))",Circle O  IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   Point P  Equals MeasureOf Angle A  35бу  MeasureOf Angle B  ,55
1803,(|180-140.0|*2),"Point(B), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(B,C,D)),140бу), MeasureOf(Angle(B,O,D))",Point B  Point C  Point D  Circle O  Equals MeasureOf Angle BCD  140бу  MeasureOf Angle BOD  ,80
1804,|(35.0*2)-90|,"Circle(O), Line(O,C), Line(A,B), Equals(MeasureOf(Angle(A,D,C)),35бу), MeasureOf(Angle(O,B,A))",Circle O  Line OC  Line AB  Equals MeasureOf Angle ADC  35бу  MeasureOf Angle OBA  ,20
1805,(40.0/2),"Point(A), Point(B), Point(P), Circle(O), Equals(MeasureOf(Angle(A,O,B)),40бу), MeasureOf(Angle(A,P,B))",Point A  Point B  Point P  Circle O  Equals MeasureOf Angle AOB  40бу  MeasureOf Angle APB  ,20
1806,(32.0*2),"Circle(O), IsDiameterOf(Line(B,C),Circle(O)), Equals(MeasureOf(Angle(D)),32бу), MeasureOf(Angle(A,O,C))",Circle O  IsDiameterOf Line BC Circle O   Equals MeasureOf Angle D  32бу  MeasureOf Angle AOC  ,64
1807,||180-120.0|-180|,"Point(B), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(B,C,D)),120бу), MeasureOf(Angle(B,O,D))",Point B  Point C  Point D  Circle O  Equals MeasureOf Angle BCD  120бу  MeasureOf Angle BOD  ,120
1808,|90-34.0|,"IsDiameterOf(Line(A,C),Circle(O)), Circle(O), Equals(MeasureOf(Angle(C,A,B)),34бу), MeasureOf(Angle(D))",IsDiameterOf Line AC Circle O   Circle O  Equals MeasureOf Angle CAB  34бу  MeasureOf Angle D  ,56
1809,((25.0*2)*2),"IsChordOf(Line(A,B),Circle(O)), Line(O,C), Line(A,B), Circle(O), Point(C), Line(O,A), Line(O,B), Line(B,C), Equals(MeasureOf(Angle(A,B,C)),25бу), MeasureOf(Angle(A,O,B))",IsChordOf Line AB Circle O   Line OC  Line AB  Circle O  Point C  Line OA  Line OB  Line BC  Equals MeasureOf Angle ABC  25бу  MeasureOf Angle AOB  ,100
1811,||180-90|-15.0|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(A,C,D)),15бу), MeasureOf(Angle(B,A,D))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  Equals MeasureOf Angle ACD  15бу  MeasureOf Angle BAD  ,75
1812,(|(50.0*2)-180|/2),"Angle($), Equals(MeasureOf(Angle(A)),50бу), MeasureOf(Angle(O,B,C))",Angle $  Equals MeasureOf Angle A  50бу  MeasureOf Angle OBC  ,40
1813,(26.0*2),"Circle(O), Line(O,C), Line(A,B), Equals(MeasureOf(Angle(A,D,C)),26бу), MeasureOf(Angle(C,O,B))",Circle O  Line OC  Line AB  Equals MeasureOf Angle ADC  26бу  MeasureOf Angle COB  ,52
1814,(6.0/2),"Line(A,B), Equals(Circle(O),10), Equals(IsChordOf(Line(B,C),Circle($)),6), Line(O,D), Line(A,C), Point(D), LengthOf(Line(O,D))",Line AB  Equals Circle O 10  Equals IsChordOf Line BC Circle $  6  Line OD  Line AC  Point D  LengthOf Line OD  ,3
1815,|90-26.0|,"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle(O)), Equals(MeasureOf(Angle(A,D,C)),26бу), MeasureOf(Angle(C,A,B))",IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle O   Equals MeasureOf Angle ADC  26бу  MeasureOf Angle CAB  ,64
1819,|(|180-70.0|/2)-|90-70.0||,"Circle(O), Line(A,B), Equals(LengthOf(Line(C,D)),Line(A,D)), Equals(MeasureOf(Angle(A,B,C)),70бу), MeasureOf(Angle(B,A,D))",Circle O  Line AB  Equals LengthOf Line CD  Line AD   Equals MeasureOf Angle ABC  70бу  MeasureOf Angle BAD  ,35
1820,(|180-120.0|/2),"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle(O)), Line(B,D), Line(O,C), Equals(MeasureOf(Angle(A,O,C)),120бу), MeasureOf(Angle(D))",IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle O   Line BD  Line OC  Equals MeasureOf Angle AOC  120бу  MeasureOf Angle D  ,30
1822,(30.0/2),"Circle(O), IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle($)), Line(A,B), Line(C,D), Point(E), Line(C,O), Line(A,D), Equals(MeasureOf(Angle(B,O,C)),30бу), MeasureOf(Angle(B,A,D))",Circle O  IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle $   Line AB  Line CD  Point E  Line CO  Line AD  Equals MeasureOf Angle BOC  30бу  MeasureOf Angle BAD  ,15
1823,|(25.0*2)-180|,"Point(A), Point(B), Point(C), Circle(O), Parallel(Line(O,B),Line(C,D)), Equals(MeasureOf(Angle(A)),25бу), MeasureOf(Angle(B,O,D))",Point A  Point B  Point C  Circle O  Parallel Line OB Line CD   Equals MeasureOf Angle A  25бу  MeasureOf Angle BOD  ,130
1825,(80.0/2),"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(B,C),Circle(O)), Equals(MeasureOf(Angle(A,O,C)),80бу), MeasureOf(Angle(C))",IsDiameterOf Line AB Circle O   IsChordOf Line BC Circle O   Equals MeasureOf Angle AOC  80бу  MeasureOf Angle C  ,40
1827,|(140.0/2)-180|,"Point(A), Point(B), Circle(O), Point(C), Quadrilateral(A,B,C,O), Equals(MeasureOf(Angle(A,O,C)),140бу), MeasureOf(Angle(B))",Point A  Point B  Circle O  Point C  Quadrilateral ABCO  Equals MeasureOf Angle AOC  140бу  MeasureOf Angle B  ,110
1828,|(15.0*2)-180|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), IsMidpointOf(Point(A),Line($)), Line(D,C), Equals(MeasureOf(Angle(A,B,D)),15бу), MeasureOf(Angle(B,O,C))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  IsMidpointOf Point A Line $   Line DC  Equals MeasureOf Angle ABD  15бу  MeasureOf Angle BOC  ,150
1829,(|90-70.0|*2),"IsDiameterOf(Line(B,C),Circle($)), Circle(O), Line(B,C), Line(B,D), Line(C,E), Point(A), Line(O,D), Line(O,E), Equals(MeasureOf(Angle(A)),70бу), MeasureOf(Angle(D,O,E))",IsDiameterOf Line BC Circle $   Circle O  Line BC  Line BD  Line CE  Point A  Line OD  Line OE  Equals MeasureOf Angle A  70бу  MeasureOf Angle DOE  ,40
1830,(|((20.0*2)+(20.0*2))-180|/2),"IsChordOf(Line(A,B),Circle(O)), Line(O,C), Line(A,B), Circle(O), Point(C), Line(O,A), Line(O,B), Line(B,C), Equals(MeasureOf(Angle(A,B,C)),20бу), MeasureOf(Angle(B,A,O))",IsChordOf Line AB Circle O   Line OC  Line AB  Circle O  Point C  Line OA  Line OB  Line BC  Equals MeasureOf Angle ABC  20бу  MeasureOf Angle BAO  ,50
1832,(|180-126.0|/2),"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle($), Equals(MeasureOf(Angle(A,O,C)),126бу), MeasureOf(Angle(C,D,B))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle $  Equals MeasureOf Angle AOC  126бу  MeasureOf Angle CDB  ,27
1834,|70.0-60.0|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Circle(O), Point(D), Line(O,A), Equals(MeasureOf(Angle(C,O,A)),60бу), Equals(MeasureOf(Angle(C,D,O)),70бу), MeasureOf(Angle(A,C,D))",IsDiameterOf Line AB Circle O   Point C  Circle O  Point D  Line OA  Equals MeasureOf Angle COA  60бу  Equals MeasureOf Angle CDO  70бу  MeasureOf Angle ACD  ,10
1835,(|180-132.0|/2),"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Equals(MeasureOf(Angle(A,O,D)),132бу), MeasureOf(Angle(C))",IsDiameterOf Line AB Circle O   Circle O  Equals MeasureOf Angle AOD  132бу  MeasureOf Angle C  ,24
1836,(|180-130.0|*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,B,C)),130бу), MeasureOf(Angle(A,O,C))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ABC  130бу  MeasureOf Angle AOC  ,100
1838,(||180-40.0|-40.0|/2),"InscribedIn(Triangle(A,B,C),Circle(O)), Line(O,A), Line(O,B), Equals(MeasureOf(Angle(A,B,O)),40бу), MeasureOf(Angle(C))",InscribedIn Triangle ABC Circle O   Line OA  Line OB  Equals MeasureOf Angle ABO  40бу  MeasureOf Angle C  ,50
1839,35,"IsChordOf(Line(C,D),Circle(O)), Equals(MeasureOf(Angle(A,D,C)),35бу), MeasureOf(Angle(C,B,A))",IsChordOf Line CD Circle O   Equals MeasureOf Angle ADC  35бу  MeasureOf Angle CBA  ,35
1841,(|5.0-3.0|*2),"Equals(RadiusOf(Circle(C)),3), Point(O), Circle($), Equals(LengthOf(Line(O,C)),5), Point(P), Circle(C), Point(A), Point(B), Line(l), SinOf(g), Equals(LengthOf(Line(O,A)),Line(O,B)), Equals(MeasureOf(Angle(A,P,B)),90бу), Point(C), Line(A,B)",Equals RadiusOf Circle C  3  Point O  Circle $  Equals LengthOf Line OC  5  Point P  Circle C  Point A  Point B  Line l  SinOf g  Equals LengthOf Line OA  Line OB   Equals MeasureOf Angle APB  90бу  Point C  Line AB ,4
1842,((sin(30.0/180*pi))*(4.0*2)),"IsDiameterOf(Line(A,B),Circle(O)), Point(D), Circle(O), Equals(MeasureOf(Angle(A,B,D)),30бу), Equals(LengthOf(Line(B,O)),4), LengthOf(Line(A,D))",IsDiameterOf Line AB Circle O   Point D  Circle O  Equals MeasureOf Angle ABD  30бу  Equals LengthOf Line BO  4  LengthOf Line AD  ,4
1843,(((sin(45.0/180*pi))/5.0)/2),"IsChordOf(Line(A,B),Circle(O)), Equals(LengthOf(Line(A,B)),5), Point(C), Circle(O), Equals(MeasureOf(Angle(A,C,B)),45бу), IsMidpointOf(Point(M),Line(A,B)), IsMidpointOf(Point(N),Line(A,B)), Line(A,C), Line(M,N)",IsChordOf Line AB Circle O   Equals LengthOf Line AB  5  Point C  Circle O  Equals MeasureOf Angle ACB  45бу  IsMidpointOf Point M Line AB   IsMidpointOf Point N Line AB   Line AC  Line MN ,3.535533906
1845,(||180-50.0|-50.0|/2),"Circle(O), Point(A), Point(B), Point(C), Circle($), Equals(MeasureOf(Angle(O,A,B)),50бу), MeasureOf(Angle(C))",Circle O  Point A  Point B  Point C  Circle $  Equals MeasureOf Angle OAB  50бу  MeasureOf Angle C  ,40
1848,(((б╠((2.5*2)*(2.5*2)-4.0*4.0))*4.0)/((б╠((2.5*2)*(2.5*2)-4.0*4.0))*4.0)),"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), IsMidpointOf(Point(C),Line($)), Line(B,D), Line(E,F), Line(A,D), Point(E), Equals(RadiusOf(Circle(O)),2.5), Equals(LengthOf(Line(A,C)),4), LengthOf(Line(C,E))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  IsMidpointOf Point C Line $   Line BD  Line EF  Line AD  Point E  Equals RadiusOf Circle O  2.5  Equals LengthOf Line AC  4  LengthOf Line CE  ,2.4
1849,(|180-130.0|*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,B,C)),130бу), MeasureOf(Angle(A,O,C))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ABC  130бу  MeasureOf Angle AOC  ,100
1850,(50.0/2),"Equals(MeasureOf(Angle(A,O,B)),Angle($)), Circle(O), Equals(MeasureOf(Angle(A,O,B)),50бу), Angle($), MeasureOf(Angle(A,C,B))",Equals MeasureOf Angle AOB  Angle $   Circle O  Equals MeasureOf Angle AOB  50бу  Angle $  MeasureOf Angle ACB  ,25
1851,(60.0/2),"Line(C,D), Line(A,B), Equals(MeasureOf(Angle(B)),60бу), MeasureOf(Angle(A))",Line CD  Line AB  Equals MeasureOf Angle B  60бу  MeasureOf Angle A  ,30
1852,||90-25.0|-180|,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(C,A,B)),25бу), MeasureOf(Angle(D))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  Equals MeasureOf Angle CAB  25бу  MeasureOf Angle D  ,115
1853,(2.0*44.0),"Circle(A), Point(B), Point(C), Point(D), Circle($), Equals(MeasureOf(Angle(C,B,D)),Mul(MeasureOf(Angle(B,D,C)),2)), Equals(MeasureOf(Angle(B,A,C)),44бу), MeasureOf(Angle(C,A,D))",Circle A  Point B  Point C  Point D  Circle $  Equals MeasureOf Angle CBD  Mul MeasureOf Angle BDC  2   Equals MeasureOf Angle BAC  44бу  MeasureOf Angle CAD  ,88
1854,(32.0*2),"Circle(O), Line(O,C), Line(A,B), Equals(MeasureOf(Angle(A,D,C)),32бу), MeasureOf(Angle(B,O,C))",Circle O  Line OC  Line AB  Equals MeasureOf Angle ADC  32бу  MeasureOf Angle BOC  ,64
1857,|50.0-20.0|,"Circle(O), Equals(MeasureOf(Angle(C)),20бу), Equals(MeasureOf(Angle(B)),50бу), MeasureOf(Angle(A))",Circle O  Equals MeasureOf Angle C  20бу  Equals MeasureOf Angle B  50бу  MeasureOf Angle A  ,30
1858,(б╠((5.0*2)*(5.0*2)-8.0*8.0)),"Equals(RadiusOf(Circle(O)),5), IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), MeasureOf(Angle(A,O,B)), MeasureOf(Angle(C,O,D)), Equals(SumOf(MeasureOf(MeasureOf(Angle(A,O,B))),MeasureOf(MeasureOf(Angle(A,O,B)))),90), Equals(IsChordOf(LengthOf(Line(C,D)),Circle($)),8)",Equals RadiusOf Circle O  5  IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   MeasureOf Angle AOB   MeasureOf Angle COD   Equals SumOf MeasureOf MeasureOf Angle AOB   MeasureOf MeasureOf Angle AOB    90  Equals IsChordOf LengthOf Line CD  Circle $  8 ,6
1859,|90-27.0|,"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle(O)), Line(A,C), Line(A,D), Equals(MeasureOf(Angle(B,A,D)),27бу), MeasureOf(Angle(A,C,D))",IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle O   Line AC  Line AD  Equals MeasureOf Angle BAD  27бу  MeasureOf Angle ACD  ,63
1860,((16.0/2)+16.0),"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle(O)), IntersectAt(Line(A,B),Line(C,D),Point(E)), Equals(LengthOf(Line(A,B)),Mul(Line(D,E),2)), Equals(MeasureOf(Angle(E)),16бу), MeasureOf(Angle(A,B,C))",IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle O   IntersectAt Line AB Line CD Point E   Equals LengthOf Line AB  Mul Line DE 2   Equals MeasureOf Angle E  16бу  MeasureOf Angle ABC  ,24
1861,(22.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,C,B)),22бу), MeasureOf(Angle(A,O,B))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ACB  22бу  MeasureOf Angle AOB  ,44
1862,|90-20.0|,"Circle(O), Line(A,B), Equals(MeasureOf(Angle(A,C,D)),20бу), MeasureOf(Angle(B,A,D))",Circle O  Line AB  Equals MeasureOf Angle ACD  20бу  MeasureOf Angle BAD  ,70
1864,(35.0*2),"Circle(O), Equals(MeasureOf(Angle(C)),35бу), MeasureOf(Angle(A,O,B))",Circle O  Equals MeasureOf Angle C  35бу  MeasureOf Angle AOB  ,70
1865,|(130.0/2)-180|,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,O,B)),130бу), MeasureOf(Angle(C))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle AOB  130бу  MeasureOf Angle C  ,115
1866,|90-54.0|,"IsDiameterOf(Line(A,B),Circle(O)), IsChordOf(Line(C,D),Circle(O)), Equals(MeasureOf(Angle(A,D,C)),54бу), MeasureOf(Angle(C,A,B))",IsDiameterOf Line AB Circle O   IsChordOf Line CD Circle O   Equals MeasureOf Angle ADC  54бу  MeasureOf Angle CAB  ,36
1867,|(|(40.0*2)-180|/2)-40.0|,"IsDiameterOf(Line(A,B),Circle($)), Circle(O), Point(C), IsMidpointOf(Point(D),Line($)), Line(A,C), Equals(MeasureOf(Angle(D,A,C)),40бу), MeasureOf(Angle(C,A,B))",IsDiameterOf Line AB Circle $   Circle O  Point C  IsMidpointOf Point D Line $   Line AC  Equals MeasureOf Angle DAC  40бу  MeasureOf Angle CAB  ,10
1868,(|90-20.0|/2),"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Point(D), Circle(O), Equals(MeasureOf(Angle(C,A,B)),20бу), MeasureOf(Angle(C,A,D))",IsDiameterOf Line AB Circle O   Point C  Point D  Circle O  Equals MeasureOf Angle CAB  20бу  MeasureOf Angle CAD  ,35
1870,||(75.0*2)-45.0|-180|,"Line(A,D), MeasureOf(Angle(C,A,E)), Equals(MeasureOf(Angle(B)),45бу), Equals(MeasureOf(Angle(D,A,E)),75бу), MeasureOf(Angle(A,C,D))",Line AD  MeasureOf Angle CAE   Equals MeasureOf Angle B  45бу  Equals MeasureOf Angle DAE  75бу  MeasureOf Angle ACD  ,75
1871,(72.0/2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,O,B)),72бу), MeasureOf(Angle(A,C,B))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle AOB  72бу  MeasureOf Angle ACB  ,36
1872,|((50.0/2)+40.0)-50.0|,"Equals(MeasureOf(Angle(A,O,B)),50бу), Equals(MeasureOf(Angle(O,B,C)),40бу), MeasureOf(Angle(O,A,C))",Equals MeasureOf Angle AOB  50бу  Equals MeasureOf Angle OBC  40бу  MeasureOf Angle OAC  ,15
1873,(((18.0+18.0)+18.0)/2),"IsDiameterOf(Line(A,B),Circle($)), Circle(O), Circle($), Point(C), Line(B,A), Equals(LengthOf(Line(D,C)),Line(D,O)), Line(C,D), Point(E), Line(A,E), Equals(MeasureOf(Angle(C)),18), MeasureOf(Angle(E,A,B))",IsDiameterOf Line AB Circle $   Circle O  Circle $  Point C  Line BA  Equals LengthOf Line DC  Line DO   Line CD  Point E  Line AE  Equals MeasureOf Angle C  18  MeasureOf Angle EAB  ,27
1874,|(120.0/2)-180|,"Circle(O), Equals(MeasureOf(Angle(B,O,D)),120бу), MeasureOf(Angle(B,C,D))",Circle O  Equals MeasureOf Angle BOD  120бу  MeasureOf Angle BCD  ,120
1876,|90-36.0|,"IsDiameterOf(Line(B,C),Circle(O)), Point(A), Point(D), Circle(O), Equals(MeasureOf(Angle(D)),36бу), MeasureOf(Angle(B,C,A))",IsDiameterOf Line BC Circle O   Point A  Point D  Circle O  Equals MeasureOf Angle D  36бу  MeasureOf Angle BCA  ,54
1878,((20.0*2)*2),"Point(A), Point(B), Point(C), Circle(O), IsMidpointOf(Point(D),Line($)), Line(A,B), Equals(MeasureOf(Angle(A,C,D)),20бу), MeasureOf(Angle(A,O,B))",Point A  Point B  Point C  Circle O  IsMidpointOf Point D Line $   Line AB  Equals MeasureOf Angle ACD  20бу  MeasureOf Angle AOB  ,80
1879,||180-100.0|-30.0|,"Circle(O), IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), Point(M), Line(B,C), Line(A,D), Equals(MeasureOf(Angle(A,M,D)),100бу), Equals(MeasureOf(Angle(A)),30бу), MeasureOf(Angle(B))",Circle O  IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   Point M  Line BC  Line AD  Equals MeasureOf Angle AMD  100бу  Equals MeasureOf Angle A  30бу  MeasureOf Angle B  ,50
1880,(36.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(B,A,C)),36бу), MeasureOf(Angle(B,O,C))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle BAC  36бу  MeasureOf Angle BOC  ,72
1881,(40.0*2),"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,B,C)),40бу), MeasureOf(Angle(A,O,C))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ABC  40бу  MeasureOf Angle AOC  ,80
1886,(60.0/2),"Angle($), Right(Triangle($)), Circle($), Circle(O), Point(A), Point(B), Line(A,B), MeasureOf(Angle(A,P,B))",Angle $  Right Triangle $   Circle $  Circle O  Point A  Point B  Line AB  MeasureOf Angle APB  ,30
1887,(|180-130.0|/2),"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Equals(MeasureOf(Angle(A,O,C)),130бу), MeasureOf(Angle(D))",IsDiameterOf Line AB Circle O   Circle O  Equals MeasureOf Angle AOC  130бу  MeasureOf Angle D  ,25
1888,(40.0+40.0),"IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), Circle($), Point(E), Line(A,D), Line(C,B), Equals(MeasureOf(Angle(A)),40бу), MeasureOf(Angle(C,E,B))",IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   Circle $  Point E  Line AD  Line CB  Equals MeasureOf Angle A  40бу  MeasureOf Angle CEB  ,80
1890,(|90-40.0|/2),"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Line(A,D), Line(C,D), Equals(MeasureOf(Angle(C,A,B)),40бу), MeasureOf(Angle(C,A,D))",IsDiameterOf Line AB Circle O   Circle O  Line AD  Line CD  Equals MeasureOf Angle CAB  40бу  MeasureOf Angle CAD  ,25
1891,||180-50.0|-(60.0/2)|,"Circle(O), Equals(MeasureOf(Angle(A,C,B)),50бу), Equals(MeasureOf(Angle(A,O,C)),60бу), MeasureOf(Angle(B,A,C))",Circle O  Equals MeasureOf Angle ACB  50бу  Equals MeasureOf Angle AOC  60бу  MeasureOf Angle BAC  ,100
1893,|90-40.0|,"Circle(O), IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(B,A,C)),40бу), MeasureOf(Angle(A,D,C))",Circle O  IsDiameterOf Line AB Circle O   Equals MeasureOf Angle BAC  40бу  MeasureOf Angle ADC  ,50
